name,url
Imfinzi,https://www.drugs.com/imfinzi.html
Imipramine,https://www.drugs.com/mtm/imipramine.html
Imitrex,https://www.drugs.com/imitrex.html
Imodium,https://www.drugs.com/pro/imodium.html
Impoyz,https://www.drugs.com/impoyz-cream.html
Imuran,https://www.drugs.com/mtm/imuran.html
Inbrija,https://www.drugs.com/inbrija.html
Incruse Ellipta,https://www.drugs.com/incruse-ellipta.html
Indapamide,https://www.drugs.com/mtm/indapamide.html
Inderal,https://www.drugs.com/inderal.html
Indomethacin,https://www.drugs.com/mtm/indomethacin.html
Infed,https://www.drugs.com/mtm/infed.html
Inflectra,https://www.drugs.com/inflectra.html
Infliximab,https://www.drugs.com/infliximab.html
Ingrezza,https://www.drugs.com/ingrezza.html
Injectafer,https://www.drugs.com/injectafer.html
Inlyta,https://www.drugs.com/inlyta.html
Inrebic,https://www.drugs.com/inrebic.html
Insulin Aspart,https://www.drugs.com/mtm/insulin-aspart.html
Insulin degludec,https://www.drugs.com/insulin-degludec.html
Insulin Detemir,https://www.drugs.com/insulin-detemir.html
Insulin Glargine,https://www.drugs.com/insulin-glargine.html
Insulin Lispro,https://www.drugs.com/insulin-lispro.html
Insulin Regular,https://www.drugs.com/insulin-regular.html
Intuniv,https://www.drugs.com/intuniv.html
Invega,https://www.drugs.com/invega.html
Invega Sustenna,https://www.drugs.com/invega-sustenna.html
Invokana,https://www.drugs.com/invokana.html
Iohexol,https://www.drugs.com/pro/iohexol.html
Iopamidol,https://www.drugs.com/mtm/iopamidol.html
Ipratropium,https://www.drugs.com/pro/ipratropium.html
Irbesartan,https://www.drugs.com/mtm/irbesartan.html
Isoniazid,https://www.drugs.com/mtm/isoniazid.html
Isosorbide,https://www.drugs.com/isosorbide_mononitrate.html
Isosorbide dinitrate,https://www.drugs.com/mtm/isosorbide-dinitrate.html
Isosorbide Mononitrate,https://www.drugs.com/pro/isosorbide-mononitrate.html
Isotretinoin,https://www.drugs.com/mtm/isotretinoin.html
Itraconazole,https://www.drugs.com/mtm/itraconazole.html
Ivabradine,https://www.drugs.com/mtm/ivabradine.html
Ivermectin,https://www.drugs.com/ivermectin.html
Izervay,https://www.drugs.com/izervay.html
Jadenu,https://www.drugs.com/jadenu.html
Jaimiess,https://www.drugs.com/pro/jaimiess.html
Jakafi,https://www.drugs.com/jakafi.html
Jalyn,https://www.drugs.com/jalyn.html
Jantoven,https://www.drugs.com/mtm/jantoven.html
Janumet,https://www.drugs.com/janumet.html
Janumet XR,https://www.drugs.com/mtm/janumet-xr.html
Januvia,https://www.drugs.com/januvia.html
Jardiance,https://www.drugs.com/jardiance.html
Jascayd,https://www.drugs.com/jascayd.html
Jatenzo,https://www.drugs.com/jatenzo.html
Javadin,https://www.drugs.com/pro/javadin.html
Jaypirca,https://www.drugs.com/jaypirca.html
Jelmyto,https://www.drugs.com/pro/jelmyto.html
Jemperli,https://www.drugs.com/jemperli.html
Jencycla,https://www.drugs.com/pro/jencycla.html
Jentadueto,https://www.drugs.com/jentadueto.html
Jentadueto XR,https://www.drugs.com/mtm/jentadueto-xr.html
Jet-Alert,https://www.drugs.com/mtm/jet-alert.html
Jinteli,https://www.drugs.com/cons/jinteli.html
Jivi,https://www.drugs.com/pro/jivi.html
Jolessa,https://www.drugs.com/cons/jolessa.html
Jornay PM,https://www.drugs.com/jornay-pm.html
Journavx,https://www.drugs.com/journavx.html
Jubbonti,https://www.drugs.com/jubbonti.html
Jublia,https://www.drugs.com/jublia.html
Juleber,https://www.drugs.com/pro/juleber.html
Juluca,https://www.drugs.com/juluca.html
Junel,https://www.drugs.com/pro/junel.html
Junel 1.5/30,https://www.drugs.com/cons/junel-1-5-30.html
Junel 1/20,https://www.drugs.com/cons/junel-1-20.html
Junel Fe 24,https://www.drugs.com/pro/junel-fe-24.html
Juniper,https://www.drugs.com/npp/juniper.html
Juvederm,https://www.drugs.com/juvederm.html
Jynarque,https://www.drugs.com/mtm/jynarque.html
K-Dur,https://www.drugs.com/k-dur.html
K-Tab,https://www.drugs.com/pro/k-tab.html
Kadcyla,https://www.drugs.com/kadcyla.html
kalbitor,https://www.drugs.com/kalbitor.html
Kanamycin,https://www.drugs.com/cons/kanamycin.html
Kaopectate,https://www.drugs.com/cons/kaopectate.html
Kapvay,https://www.drugs.com/kapvay.html
Kava,https://www.drugs.com/npp/kava.html
Kayexalate,https://www.drugs.com/mtm/kayexalate.html
Kcentra,https://www.drugs.com/kcentra.html
